model,memory,gpu,n_gpus,batch_size,policy,prefetch_depth,prefetch_width,trace_source,label,feasible,hbm_slots,total_slots,resident_frac,hit_rate,expert_hit_rate,prefetch_coverage,bytes_per_token,bytes_per_batch,compute_s,stall_s,overhead,throughput_tok_s,baseline_tok_s,slowdown,n_batches,gpus
OLMoE-1B-7B,hbm_cxl_local_pessimistic,H100-SXM,1,128,balanced_static,0,0.0,synthetic,balanced_static,True,5727,49417,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,512,1
OLMoE-1B-7B,hbm_cxl_local_pessimistic,H100-SXM,1,512,balanced_static,0,0.0,synthetic,balanced_static,True,5727,49417,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,128,1
OLMoE-1B-7B,hbm_cxl_local_pessimistic,H100-SXM,1,2048,balanced_static,0,0.0,synthetic,balanced_static,True,5727,49417,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,32,1
OLMoE-1B-7B,hbm_cxl_local_pessimistic,H100-SXM,1,8192,balanced_static,0,0.0,synthetic,balanced_static,True,5727,49417,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,8,1
OLMoE-1B-7B,hbm_cxl_pooled,H100-SXM,1,32,static_popularity,0,0.0,synthetic,static_popularity,True,5727,180489,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,2048,1
OLMoE-1B-7B,hbm_cxl_pooled,H100-SXM,1,128,static_popularity,0,0.0,synthetic,static_popularity,True,5727,180489,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,512,1
OLMoE-1B-7B,hbm_cxl_pooled,H100-SXM,1,512,static_popularity,0,0.0,synthetic,static_popularity,True,5727,180489,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,128,1
OLMoE-1B-7B,hbm_cxl_pooled,H100-SXM,1,2048,static_popularity,0,0.0,synthetic,static_popularity,True,5727,180489,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,32,1
OLMoE-1B-7B,hbm_cxl_pooled,H100-SXM,1,8192,static_popularity,0,0.0,synthetic,static_popularity,True,5727,180489,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,8,1
OLMoE-1B-7B,hbm_cxl_pooled,H100-SXM,1,32,balanced_static,0,0.0,synthetic,balanced_static,True,5727,180489,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,2048,1
OLMoE-1B-7B,hbm_cxl_pooled,H100-SXM,1,128,balanced_static,0,0.0,synthetic,balanced_static,True,5727,180489,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,512,1
OLMoE-1B-7B,hbm_cxl_pooled,H100-SXM,1,512,balanced_static,0,0.0,synthetic,balanced_static,True,5727,180489,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,128,1
OLMoE-1B-7B,hbm_cxl_pooled,H100-SXM,1,2048,balanced_static,0,0.0,synthetic,balanced_static,True,5727,180489,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,32,1
OLMoE-1B-7B,hbm_cxl_pooled,H100-SXM,1,8192,balanced_static,0,0.0,synthetic,balanced_static,True,5727,180489,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,8,1
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,32,static_popularity,0,0.0,synthetic,static_popularity,True,198,1758,0.7734375,0.9006340503692627,0.7774061537101217,0.0,622551552.0,19921649664.0,3.73544900841998,781.3005182242506,209.1583947373237,83.4815253510242,17544.343357994443,210.15839473732373,2048,1
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,128,static_popularity,0,0.0,synthetic,static_popularity,True,198,1758,0.7734375,0.9006340503692627,0.7734375,0.0,159645696.0,20434649088.0,3.73544900841998,197.84733494221427,52.96480677322905,325.1071282756426,17544.343357994443,53.96480677322905,512,1
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,512,static_popularity,0,0.0,synthetic,static_popularity,True,198,1758,0.7734375,0.9006340503692627,0.7734375,0.0,39911424.0,20434649088.0,3.73544900841998,46.93862930775272,12.565726155530315,1293.2844992482892,17544.343357994443,13.565726155530315,128,1
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,2048,static_popularity,0,0.0,synthetic,static_popularity,True,198,1758,0.7734375,0.9006340503692627,0.7734375,0.0,9977856.0,20434649088.0,3.73544900841998,9.21145289913733,2.4659560011056314,5061.905965453064,17544.343357994443,3.465956001105632,32,1
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,8192,static_popularity,0,0.0,synthetic,static_popularity,True,198,1758,0.7734375,0.9006340503692627,0.7734375,0.0,2494464.0,20434649088.0,3.73544900841998,0.1185630813650961,0.03173998121721006,17004.617129692164,17544.343357994443,1.0317399812172101,8,1
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,32,balanced_static,0,0.0,synthetic,balanced_static,True,198,1758,0.7734375,0.9004733562469482,0.7774003871297614,0.0,622567680.0,19922165760.0,3.73544900841998,781.3189377005592,209.1633257312329,83.47956665108642,17544.343357994443,210.16332573123293,2048,1
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,128,balanced_static,0,0.0,synthetic,balanced_static,True,198,1758,0.7734375,0.9004733562469482,0.7734375,0.0,159645696.0,20434649088.0,3.73544900841998,197.84793520691414,52.964967467351364,325.1061601882502,17544.343357994443,53.964967467351364,512,1
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,512,balanced_static,0,0.0,synthetic,balanced_static,True,198,1758,0.7734375,0.9004733562469482,0.7734375,0.0,39911424.0,20434649088.0,3.73544900841998,46.939229572452575,12.565886849652628,1293.269179703035,17544.343357994443,13.565886849652628,128,1
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,2048,balanced_static,0,0.0,synthetic,balanced_static,True,198,1758,0.7734375,0.9004733562469482,0.7734375,0.0,9977856.0,20434649088.0,3.73544900841998,9.212053163837188,2.466116695227946,5061.671288260148,17544.343357994443,3.466116695227946,32,1
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,8192,balanced_static,0,0.0,synthetic,balanced_static,True,198,1758,0.7734375,0.9004733562469482,0.7734375,0.0,2494464.0,20434649088.0,3.73544900841998,0.1192292504978767,0.03191831831437803,17001.678375719548,17544.343357994443,1.031918318314378,8,1
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,512,lru,0,0.0,synthetic,lru,True,198,1758,0.7734375,0.0,0.0,0.0,176160768.0,90194313216.0,3.735449008419899,222.02660139323973,59.43772780535354,290.2879376024582,17544.34335799482,60.43772780535354,128,1
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,2048,lru,0,0.0,synthetic,lru,True,198,1758,0.7734375,0.0,0.0,0.0,44040192.0,90194313216.0,3.7354490084199203,55.50665034830865,14.859431951337957,1106.2403377262588,17544.343357994723,15.85943195133796,32,1
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,8192,lru,0,0.0,synthetic,lru,True,198,1758,0.7734375,0.0,0.0,0.0,11010048.0,90194313216.0,3.7354490084199976,13.876662587077005,3.71485798783437,3721.075672536392,17544.34335799436,4.71485798783437,8,1
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,512,lfu,0,0.0,synthetic,lfu,True,198,1758,0.7734375,0.8393213748931885,0.670989990234375,0.0,57958656.0,29674831872.0,3.735449008419899,69.9246757932916,18.71921571829188,889.7079685436164,17544.34335799482,19.719215718291885,128,1
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,2048,lfu,0,0.0,synthetic,lfu,True,198,1758,0.7734375,0.8159971237182617,0.6475830078125,0.0,15520512.0,31786008576.0,3.7354490084199203,16.513371115486915,4.420719190186992,3236.5342572540662,17544.343357994723,5.420719190186993,32,1
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,8192,lfu,0,0.0,synthetic,lfu,True,198,1758,0.7734375,0.7271580696105957,0.56982421875,0.0,4736256.0,38799409152.0,3.7354490084199976,3.2814125054928653,0.8784519606870023,9339.788147458348,17544.34335799436,1.8784519606870023,8,1
Mixtral-8x7B,hbm_cxl_local_pessimistic,H100-SXM,1,32,static_popularity,0,0.0,synthetic,static_popularity,True,198,1758,0.7734375,0.9006340503692627,0.7774061537101217,0.0,622551552.0,19921649664.0,3.73544900841998,2263.3466170178917,605.9101896227576,28.907643433865616,17544.343357994443,606.9101896227576,2048,1
Mixtral-8x7B,hbm_cxl_local_pessimistic,H100-SXM,1,128,static_popularity,0,0.0,synthetic,static_popularity,True,198,1758,0.7734375,0.9006340503692627,0.7734375,0.0,159645696.0,20434649088.0,3.73544900841998,577.8998465549321,154.70692954241989,112.675417912051,17544.343357994443,155.7069295424199,512,1
Mixtral-8x7B,hbm_cxl_local_pessimistic,H100-SXM,1,512,static_popularity,0,0.0,synthetic,static_popularity,True,198,1758,0.7734375,0.9006340503692627,0.7734375,0.0,39911424.0,20434649088.0,3.73544900841998,141.9517572109322,38.00125684782803,449.84046094841386,17544.343357994443,39.00125684782803,128,1
Mixtral-8x7B,hbm_cxl_local_pessimistic,H100-SXM,1,2048,static_popularity,0,0.0,synthetic,static_popularity,True,198,1758,0.7734375,0.9006340503692627,0.7734375,0.0,9977856.0,20434649088.0,3.73544900841998,32.964734874932205,8.824838674180063,1785.7131236262887,17544.343357994443,9.82483867418006,32,1
Mixtral-8x7B,hbm_cxl_local_pessimistic,H100-SXM,1,8192,static_popularity,0,0.0,synthetic,static_popularity,True,198,1758,0.7734375,0.9006340503692627,0.7734375,0.0,2494464.0,20434649088.0,3.73544900841998,5.717979290932201,1.5307341307680684,6932.511457720689,17544.343357994443,2.5307341307680686,8,1
Mixtral-8x7B,hbm_cxl_local_pessimistic,H100-SXM,1,32,balanced_static,0,0.0,synthetic,balanced_static,True,198,1758,0.7734375,0.9004733562469482,0.7774003871297614,0.0,622567680.0,19922165760.0,3.73544900841998,2263.403430807739,605.9253989830564,28.906919017380304,17544.343357994443,606.9253989830564,2048,1
Mixtral-8x7B,hbm_cxl_local_pessimistic,H100-SXM,1,128,balanced_static,0,0.0,synthetic,balanced_static,True,198,1758,0.7734375,0.9004733562469482,0.7734375,0.0,159645696.0,20434649088.0,3.73544900841998,577.900446819632,154.7070902365422,112.67530162783196,17544.343357994443,155.70709023654223,512,1
Mixtral-8x7B,hbm_cxl_local_pessimistic,H100-SXM,1,512,balanced_static,0,0.0,synthetic,balanced_static,True,198,1758,0.7734375,0.9004733562469482,0.7734375,0.0,39911424.0,20434649088.0,3.73544900841998,141.95235747563208,38.00141754195035,449.83860751018995,17544.343357994443,39.00141754195035,128,1
Mixtral-8x7B,hbm_cxl_local_pessimistic,H100-SXM,1,2048,balanced_static,0,0.0,synthetic,balanced_static,True,198,1758,0.7734375,0.9004733562469482,0.7734375,0.0,9977856.0,20434649088.0,3.73544900841998,32.96533513963206,8.824999368302377,1785.6839171508122,17544.343357994443,9.824999368302377,32,1
Mixtral-8x7B,hbm_cxl_local_pessimistic,H100-SXM,1,8192,balanced_static,0,0.0,synthetic,balanced_static,True,198,1758,0.7734375,0.9004733562469482,0.7734375,0.0,2494464.0,20434649088.0,3.73544900841998,5.7185795556320596,1.5308948248903829,6932.071291723596,17544.343357994443,2.530894824890383,8,1
Mixtral-8x7B,hbm_cxl_pooled,H100-SXM,1,32,static_popularity,0,0.0,synthetic,static_popularity,True,198,6439,0.7734375,0.9006340503692627,0.7774061537101217,0.0,622551552.0,19921649664.0,3.73544900841998,1016.7172117773584,272.18072298286023,64.22247941372936,17544.343357994443,273.18072298286023,2048,1
Mixtral-8x7B,hbm_cxl_pooled,H100-SXM,1,128,static_popularity,0,0.0,synthetic,static_popularity,True,198,6439,0.7734375,0.9006340503692627,0.7734375,0.0,159645696.0,20434649088.0,3.73544900841998,258.2170533559989,69.1261084742312,250.18275988380773,17544.343357994443,70.12610847423122,512,1
Mixtral-8x7B,hbm_cxl_pooled,H100-SXM,1,512,static_popularity,0,0.0,synthetic,static_popularity,True,198,6439,0.7734375,0.9006340503692627,0.7734375,0.0,39911424.0,20434649088.0,3.73544900841998,62.03105891119887,16.60605158078085,996.4950561173085,17544.343357994443,17.60605158078085,128,1
Mixtral-8x7B,hbm_cxl_pooled,H100-SXM,1,2048,static_popularity,0,0.0,synthetic,static_popularity,True,198,6439,0.7734375,0.9006340503692627,0.7734375,0.0,9977856.0,20434649088.0,3.73544900841998,12.984560299998869,3.476037357418266,3919.6150427381253,17544.343357994443,4.476037357418266,32,1
Mixtral-8x7B,hbm_cxl_pooled,H100-SXM,1,8192,static_popularity,0,0.0,synthetic,static_popularity,True,198,6439,0.7734375,0.9006340503692627,0.7734375,0.0,2494464.0,20434649088.0,3.73544900841998,0.9642595677650962,0.2581375265976282,13944.694428946475,17544.343357994443,1.2581375265976282,8,1
Mixtral-8x7B,hbm_cxl_pooled,H100-SXM,1,32,balanced_static,0,0.0,synthetic,balanced_static,True,198,6439,0.7734375,0.9004733562469482,0.7774003871297614,0.0,622567680.0,19922165760.0,3.73544900841998,1016.7417300264055,272.18728665137553,64.22093638780282,17544.343357994443,273.18728665137553,2048,1
Mixtral-8x7B,hbm_cxl_pooled,H100-SXM,1,128,balanced_static,0,0.0,synthetic,balanced_static,True,198,6439,0.7734375,0.9004733562469482,0.7734375,0.0,159645696.0,20434649088.0,3.73544900841998,258.2176536206987,69.12626916835349,250.18218659081086,17544.343357994443,70.1262691683535,512,1
Mixtral-8x7B,hbm_cxl_pooled,H100-SXM,1,512,balanced_static,0,0.0,synthetic,balanced_static,True,198,6439,0.7734375,0.9004733562469482,0.7734375,0.0,39911424.0,20434649088.0,3.73544900841998,62.03165917589873,16.606212274903168,996.4859609811182,17544.343357994443,17.606212274903168,128,1
Mixtral-8x7B,hbm_cxl_pooled,H100-SXM,1,2048,balanced_static,0,0.0,synthetic,balanced_static,True,198,6439,0.7734375,0.9004733562469482,0.7734375,0.0,9977856.0,20434649088.0,3.73544900841998,12.985160564698727,3.4761980515405804,3919.474329773272,17544.343357994443,4.476198051540581,32,1
Mixtral-8x7B,hbm_cxl_pooled,H100-SXM,1,8192,balanced_static,0,0.0,synthetic,balanced_static,True,198,6439,0.7734375,0.9004733562469482,0.7734375,0.0,2494464.0,20434649088.0,3.73544900841998,0.964925736897877,0.25831586369479614,13942.718091846144,17544.343357994443,1.2583158636947964,8,1
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,32,static_popularity,0,0.0,synthetic,static_popularity,True,1513,16076,0.12574800531914893,0.3588275909423828,0.14890845341841397,0.0,7746181632.0,247877812224.0,2.3513317419072193,4882.459660506622,2076.4656783590844,6.708140816911434,13935.932312733175,2077.4656783590844,1024,1
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,128,static_popularity,0,0.0,synthetic,static_popularity,True,1513,16076,0.12574800531914893,0.3588275909423828,0.12799811449007548,0.0,2940899328.0,376435113984.0,2.3513317419072193,1853.1411591860065,788.1240771593042,17.66000140674945,13935.932312733175,789.1240771593042,256,1
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,512,static_popularity,0,0.0,synthetic,static_popularity,True,1513,16076,0.12574800531914893,0.3588275909423828,0.12575393135263468,0.0,775454976.0,397032947712.0,2.3513317419072193,488.01415434108355,207.54798042459294,66.8236263154423,13935.932312733175,208.54798042459296,64,1
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,2048,static_popularity,0,0.0,synthetic,static_popularity,True,1513,16076,0.12574800531914893,0.3588275909423828,0.12574800531914898,0.0,193886208.0,397078953984.0,2.3513317419072193,121.38490818292969,51.62389722365233,264.8213653486221,13935.932312733175,52.62389722365233,16,1
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,8192,static_popularity,0,0.0,synthetic,static_popularity,True,1513,16076,0.12574800531914893,0.3588275909423828,0.12574800531914898,0.0,48471552.0,397078953984.0,2.3513317419072193,29.71343501739123,12.636853612706295,1021.9316499627311,13935.932312733175,13.636853612706297,4,1
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,32,balanced_static,0,0.0,synthetic,balanced_static,True,1513,16076,0.12574800531914893,0.35820956940346577,0.1487712482844612,0.0,7747430400.0,247917772800.0,2.3513317419072193,4883.248354838437,2076.801102883731,6.707057905297973,13935.932312733175,2077.801102883731,1024,1
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,128,balanced_static,0,0.0,synthetic,balanced_static,True,1513,16076,0.12574800531914893,0.35820956940346577,0.12798171875160114,0.0,2940954624.0,376442191872.0,2.3513317419072193,1853.1774717467451,788.1395205610546,17.65965580183482,13935.932312733175,789.1395205610546,256,1
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,512,balanced_static,0,0.0,synthetic,balanced_static,True,1513,16076,0.12574800531914893,0.35820956940346577,0.12575393135263468,0.0,775454976.0,397032947712.0,2.3513317419072193,488.01560751474517,207.54859844613185,66.82342828754531,13935.932312733175,208.54859844613185,64,1
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,2048,balanced_static,0,0.0,synthetic,balanced_static,True,1513,16076,0.12574800531914893,0.35820956940346577,0.12574800531914898,0.0,193886208.0,397078953984.0,2.3513317419072193,121.38636135659132,51.62451524519124,264.8182552903729,13935.932312733175,52.62451524519124,16,1
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,8192,balanced_static,0,0.0,synthetic,balanced_static,True,1513,16076,0.12574800531914893,0.35820956940346577,0.12574800531914898,0.0,48471552.0,397078953984.0,2.3513317419072193,29.714888191052864,12.63747163424521,1021.8853381691733,13935.932312733175,13.63747163424521,4,1
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,512,lru,0,0.0,synthetic,lru,True,1513,16076,0.12574800531914893,0.0,0.0,0.0,886998528.0,454143246336.0,2.3513317419070736,559.1765231519541,237.81268852281465,58.35507484520734,13935.93231273404,238.81268852281468,64,1
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,2048,lru,0,0.0,synthetic,lru,True,1513,16076,0.12574800531914893,0.0,0.0,0.0,221773824.0,454192791552.0,2.351331741907255,139.8093817698497,59.45965823454796,230.49968722399547,13935.932312732964,60.45965823454795,16,1
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,8192,lru,0,0.0,synthetic,lru,True,1513,16076,0.12574800531914893,0.0,0.0,0.0,55443456.0,454192791552.0,2.3513317419072415,34.95234544246153,14.864914558636693,878.4120621151703,13935.932312733044,15.864914558636693,4,1
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,512,lfu,0,0.0,synthetic,lfu,True,1513,16076,0.12574800531914893,0.1734628880277593,0.04959192897330267,0.0,843010560.0,431621406720.0,2.3513317419070736,531.0380119376472,225.84563567663272,61.43354828567051,13935.93231273404,226.84563567663275,64,1
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,2048,lfu,0,0.0,synthetic,lfu,True,1513,16076,0.12574800531914893,0.13913227649445228,0.04610621675531912,0.0,211548672.0,433251680256.0,2.351331741907255,133.03615397149338,56.579066067292864,242.03123226149572,13935.932312732964,57.57906606729286,16,1
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,8192,lfu,0,0.0,synthetic,lfu,True,1513,16076,0.12574800531914893,0.08036844781104555,0.034325132978723416,0.0,53540352.0,438602563584.0,2.3513317419072415,33.56362865484481,14.274305941883073,912.377450455531,13935.932312733044,15.274305941883071,4,1
Qwen3-235B-A22B,hbm_cxl_local_pessimistic,H100-SXM,1,32,static_popularity,0,0.0,synthetic,static_popularity,True,1513,16076,0.12574800531914893,0.3588275909423828,0.14890845341841397,0.0,7746181632.0,247877812224.0,2.3513317419072193,14103.339241327547,5998.021882649364,2.3230340854463782,13935.932312733175,5999.021882649364,1024,1
Qwen3-235B-A22B,hbm_cxl_local_pessimistic,H100-SXM,1,128,static_popularity,0,0.0,synthetic,static_popularity,True,1513,16076,0.12574800531914893,0.3588275909423828,0.12799811449007548,0.0,2940899328.0,376435113984.0,2.3513317419072193,5353.921266223545,2276.9740104307257,6.117687141697517,13935.932312733175,2277.9740104307257,256,1
Qwen3-235B-A22B,hbm_cxl_local_pessimistic,H100-SXM,1,512,static_popularity,0,0.0,synthetic,static_popularity,True,1513,16076,0.12574800531914893,0.3588275909423828,0.12575393135263468,0.0,775454976.0,397032947712.0,2.3513317419072193,1411.0982354715452,600.127242924459,23.182999068442555,13935.932312733175,601.127242924459,64,1
Qwen3-235B-A22B,hbm_cxl_local_pessimistic,H100-SXM,1,2048,static_popularity,0,0.0,synthetic,static_popularity,True,1513,16076,0.12574800531914893,0.3588275909423828,0.12574800531914898,0.0,193886208.0,397078953984.0,2.3513317419072193,352.1826691035451,149.7800853987033,92.42554993839407,13935.932312733175,150.7800853987033,16,1
