model,memory,gpu,n_gpus,batch_size,policy,prefetch_depth,prefetch_width,trace_source,label,feasible,hbm_slots,total_slots,resident_frac,hit_rate,expert_hit_rate,prefetch_coverage,bytes_per_token,bytes_per_batch,compute_s,stall_s,overhead,throughput_tok_s,baseline_tok_s,slowdown,n_batches,target_resident_frac,critical_batch
OLMoE-1B-7B,hbm_cxl_local,H100-SXM,1,256,balanced_static,0,0.0,synthetic,balanced_static,True,1014,44704,0.990234375,0.9967248439788818,0.9902342632400121,0.0,491520.0,125829120.0,0.26681778631571285,0.45434719035514975,1.7028369683629045,90875.18407027471,245620.8070119222,2.7028369683629045,256,0.99,5943.577634232654
OLMoE-1B-7B,hbm_cxl_local,H100-SXM,1,1024,balanced_static,0,0.0,synthetic,balanced_static,True,1014,44704,0.990234375,0.9967248439788818,0.990234375,0.0,122880.0,125829120.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,64,0.99,5943.509615384615
OLMoE-1B-7B,hbm_cxl_local,H100-SXM,1,4096,balanced_static,0,0.0,synthetic,balanced_static,True,1014,44704,0.990234375,0.9967248439788818,0.990234375,0.0,30720.0,125829120.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,16,0.99,5943.509615384615
OLMoE-1B-7B,hbm_cxl_local,H100-SXM,1,16384,balanced_static,0,0.0,synthetic,balanced_static,True,1014,44704,0.990234375,0.9967248439788818,0.990234375,0.0,7680.0,125829120.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,4,0.99,5943.509615384615
OLMoE-1B-7B,hbm_cxl_local,H100-SXM,1,16,balanced_static,0,0.0,synthetic,balanced_static,True,1024,44714,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,4096,1.0,0.0
OLMoE-1B-7B,hbm_cxl_local,H100-SXM,1,64,balanced_static,0,0.0,synthetic,balanced_static,True,1024,44714,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,1024,1.0,0.0
OLMoE-1B-7B,hbm_cxl_local,H100-SXM,1,256,balanced_static,0,0.0,synthetic,balanced_static,True,1024,44714,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,256,1.0,0.0
OLMoE-1B-7B,hbm_cxl_local,H100-SXM,1,1024,balanced_static,0,0.0,synthetic,balanced_static,True,1024,44714,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,64,1.0,0.0
OLMoE-1B-7B,hbm_cxl_local,H100-SXM,1,4096,balanced_static,0,0.0,synthetic,balanced_static,True,1024,44714,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,16,1.0,0.0
OLMoE-1B-7B,hbm_cxl_local,H100-SXM,1,16384,balanced_static,0,0.0,synthetic,balanced_static,True,1024,44714,1.0,1.0,1.0,0.0,0.0,0.0,0.26681778631571285,0.0,0.0,245620.8070119222,245620.8070119222,1.0,4,1.0,0.0
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,16,balanced_static,0,0.0,synthetic,balanced_static,True,128,1688,0.5,0.7397811412811279,0.5285411230141216,0.0,2492281344.0,39876501504.0,3.73544900841998,3138.4171552035787,840.1713283006549,20.85703918776898,17544.343357994443,841.1713283006549,4096,0.5,143468.56287354886
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,64,balanced_static,0,0.0,synthetic,balanced_static,True,128,1688,0.5,0.7397811412811279,0.5000934775558481,0.0,704379648.0,45080297472.0,3.73544900841998,885.0109808487383,236.92224920052655,73.73981801595886,17544.343357994443,237.92224920052658,1024,0.5,152125.40021454348
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,256,balanced_static,0,0.0,synthetic,balanced_static,True,128,1688,0.5,0.7397811412811279,0.5,0.0,176160768.0,45097156608.0,3.73544900841998,219.2631866625844,58.69794666406872,293.885206081202,17544.343357994443,59.69794666406872,256,0.5,152153.84615384616
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,1024,balanced_static,0,0.0,synthetic,balanced_static,True,128,1688,0.5,0.7397811412811279,0.5,0.0,44040192.0,45097156608.0,3.73544900841998,52.743235617661306,14.119650810056337,1160.3669673591537,17544.343357994443,15.119650810056337,64,0.5,152153.84615384616
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,4096,balanced_static,0,0.0,synthetic,balanced_static,True,128,1688,0.5,0.7397811412811279,0.5,0.0,11010048.0,45097156608.0,3.73544900841998,11.113247856430533,2.975076846553238,4413.585959528562,17544.343357994443,3.975076846553238,16,0.5,152153.84615384616
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,16384,balanced_static,0,0.0,synthetic,balanced_static,True,128,1688,0.5,0.7397811412811279,0.5,0.0,2752512.0,45097156608.0,3.73544900841998,0.7057509161228406,0.18893335567746355,14756.372402385447,17544.343357994443,1.1889333556774635,4,0.5,152153.84615384616
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,16,balanced_static,0,0.0,synthetic,balanced_static,True,192,1752,0.75,0.8894736766815186,0.7745286875659756,0.0,1191912960.0,19070607360.0,3.73544900841998,1498.9987188428781,401.29010340230144,43.611173154934924,17544.343357994443,402.29010340230144,4096,0.75,68612.65476838466
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,64,balanced_static,0,0.0,synthetic,balanced_static,True,192,1752,0.75,0.8894736766815186,0.7501287701024437,0.0,352074240.0,22532751360.0,3.73544900841998,440.418936371809,117.90254274093208,147.5522974829942,17544.343357994443,118.90254274093209,1024,0.75,76037.7373442102
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,256,balanced_static,0,0.0,synthetic,balanced_static,True,192,1752,0.75,0.8894736766815186,0.75,0.0,88080384.0,22548578304.0,3.73544900841998,107.69071713303974,28.82939022599341,588.1562856322238,17544.343357994443,29.829390225993407,256,0.75,76076.92307692308
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,1024,balanced_static,0,0.0,synthetic,balanced_static,True,192,1752,0.75,0.8894736766815186,0.75,0.0,22020096.0,22548578304.0,3.73544900841998,24.430741610578195,6.540242298987214,2326.7612183166784,17544.343357994443,7.540242298987215,64,0.75,76076.92307692308
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,4096,balanced_static,0,0.0,synthetic,balanced_static,True,192,1752,0.75,0.8894736766815186,0.75,0.0,5505024.0,22548578304.0,3.73544900841998,3.6157477299628096,0.9679553172356644,8915.011029131761,17544.343357994443,1.9679553172356645,16,0.75,76076.92307692308
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,16384,balanced_static,0,0.0,synthetic,balanced_static,True,192,1752,0.75,0.8894736766815186,0.75,0.0,1376256.0,22548578304.0,3.73544900841998,0.0,0.0,17544.343357994443,17544.343357994443,1.0,4,0.75,76076.92307692308
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,16,balanced_static,0,0.0,synthetic,balanced_static,True,230,1790,0.8984375,0.9579370021820068,0.9104216540325714,0.0,473539584.0,7576633344.0,3.73544900841998,594.4788049240581,159.14520679684253,109.55272223820533,17544.343357994443,160.14520679684253,4096,0.9,27259.379742088287
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,64,balanced_static,0,0.0,synthetic,balanced_static,True,230,1790,0.8984375,0.9579370021820068,0.898529159274309,0.0,142974720.0,9150382080.0,3.73544900841998,177.3254956945391,47.470998879876085,361.955473652894,17544.343357994443,48.470998879876085,1024,0.9,30878.357377756434
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,256,balanced_static,0,0.0,synthetic,balanced_static,True,230,1790,0.8984375,0.9579370021820068,0.8984375,0.0,35782656.0,9160359936.0,3.73544900841998,42.22122527214916,11.302851458279683,1426.0387860073931,17544.343357994443,12.302851458279681,256,0.9,30906.250000000004
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,1024,balanced_static,0,0.0,synthetic,balanced_static,True,230,1790,0.8984375,0.9579370021820068,0.8984375,0.0,8945664.0,9160359936.0,3.73544900841998,8.396860216149161,2.247885112933415,5401.774615774138,17544.343357994443,3.2478851129334156,64,0.9,30906.250000000004
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,4096,balanced_static,0,0.0,synthetic,balanced_static,True,230,1790,0.8984375,0.9579370021820068,0.8984375,0.0,2236416.0,9160359936.0,3.73544900841998,0.0,0.0,17544.343357994443,17544.343357994443,1.0,16,0.9,30906.250000000004
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,16384,balanced_static,0,0.0,synthetic,balanced_static,True,230,1790,0.8984375,0.9579370021820068,0.8984375,0.0,559104.0,9160359936.0,3.73544900841998,0.0,0.0,17544.343357994443,17544.343357994443,1.0,4,0.9,30906.250000000004
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,16,balanced_static,0,0.0,synthetic,balanced_static,True,243,1803,0.94921875,0.9790029525756836,0.9552820145670068,0.0,236393472.0,3782295552.0,3.73544900841998,296.76696872449213,79.44613031942274,218.08809557814834,17544.343357994443,80.44613031942274,4096,0.95,13608.026951763166
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,64,balanced_static,0,0.0,synthetic,balanced_static,True,243,1803,0.94921875,0.9790029525756836,0.9492741181632615,0.0,71473920.0,4574330880.0,3.73544900841998,88.645964862263,23.731006543643993,709.4067654316091,17544.343357994443,24.731006543643993,1024,0.95,15436.276042010591
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,256,balanced_static,0,0.0,synthetic,balanced_static,True,243,1803,0.94921875,0.9790029525756836,0.94921875,0.0,17891328.0,4580179968.0,3.73544900841998,21.110483944310293,5.6513912776551605,2637.695276916473,17544.343357994443,6.6513912776551605,256,0.95,15453.125000000002
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,1024,balanced_static,0,0.0,synthetic,balanced_static,True,243,1803,0.94921875,0.9790029525756836,0.94921875,0.0,4472832.0,4580179968.0,3.73544900841998,4.198301416310294,1.1239081049820276,8260.40604903803,17544.343357994443,2.1239081049820276,64,0.95,15453.125000000002
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,4096,balanced_static,0,0.0,synthetic,balanced_static,True,243,1803,0.94921875,0.9790029525756836,0.94921875,0.0,1118208.0,4580179968.0,3.73544900841998,0.0,0.0,17544.343357994443,17544.343357994443,1.0,16,0.95,15453.125000000002
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,16384,balanced_static,0,0.0,synthetic,balanced_static,True,243,1803,0.94921875,0.9790029525756836,0.94921875,0.0,279552.0,4580179968.0,3.73544900841998,0.0,0.0,17544.343357994443,17544.343357994443,1.0,4,0.95,15453.125000000002
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,16,balanced_static,0,0.0,synthetic,balanced_static,True,253,1813,0.98828125,0.9951434135437012,0.9896239059998901,0.0,54851328.0,877621248.0,3.73544900841998,68.85997555989874,18.434189679656512,902.756618474279,17544.343357994443,19.434189679656512,4096,0.99,3157.5252203411233
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,64,balanced_static,0,0.0,synthetic,balanced_static,True,253,1813,0.98828125,0.9951434135437012,0.9882943207615559,0.0,16493568.0,1055588352.0,3.73544900841998,20.4562901979509,5.476260056512858,2709.0239127057525,17544.343357994443,6.476260056512859,1024,0.99,3562.128235944996
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,256,balanced_static,0,0.0,synthetic,balanced_static,True,253,1813,0.98828125,0.9951434135437012,0.98828125,0.0,4128768.0,1056964608.0,3.73544900841998,4.87169165667696,1.304178331894186,7614.1430179893405,17544.343357994443,2.304178331894186,256,0.99,3566.1057692307695
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,1024,balanced_static,0,0.0,synthetic,balanced_static,True,253,1813,0.98828125,0.9951434135437012,0.98828125,0.0,1032192.0,1056964608.0,3.73544900841998,0.9688803040615759,0.2593745228157706,13930.997523094202,17544.343357994443,1.2593745228157707,64,0.99,3566.1057692307695
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,4096,balanced_static,0,0.0,synthetic,balanced_static,True,253,1813,0.98828125,0.9951434135437012,0.98828125,0.0,258048.0,1056964608.0,3.73544900841998,0.0,0.0,17544.343357994443,17544.343357994443,1.0,16,0.99,3566.1057692307695
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,16384,balanced_static,0,0.0,synthetic,balanced_static,True,253,1813,0.98828125,0.9951434135437012,0.98828125,0.0,64512.0,1056964608.0,3.73544900841998,0.0,0.0,17544.343357994443,17544.343357994443,1.0,4,0.99,3566.1057692307695
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,16,balanced_static,0,0.0,synthetic,balanced_static,True,256,1816,1.0,1.0,1.0,0.0,0.0,0.0,3.73544900841998,0.0,0.0,17544.343357994443,17544.343357994443,1.0,4096,1.0,0.0
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,64,balanced_static,0,0.0,synthetic,balanced_static,True,256,1816,1.0,1.0,1.0,0.0,0.0,0.0,3.73544900841998,0.0,0.0,17544.343357994443,17544.343357994443,1.0,1024,1.0,0.0
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,256,balanced_static,0,0.0,synthetic,balanced_static,True,256,1816,1.0,1.0,1.0,0.0,0.0,0.0,3.73544900841998,0.0,0.0,17544.343357994443,17544.343357994443,1.0,256,1.0,0.0
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,1024,balanced_static,0,0.0,synthetic,balanced_static,True,256,1816,1.0,1.0,1.0,0.0,0.0,0.0,3.73544900841998,0.0,0.0,17544.343357994443,17544.343357994443,1.0,64,1.0,0.0
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,4096,balanced_static,0,0.0,synthetic,balanced_static,True,256,1816,1.0,1.0,1.0,0.0,0.0,0.0,3.73544900841998,0.0,0.0,17544.343357994443,17544.343357994443,1.0,16,1.0,0.0
Mixtral-8x7B,hbm_cxl_local,H100-SXM,1,16384,balanced_static,0,0.0,synthetic,balanced_static,True,256,1816,1.0,1.0,1.0,0.0,0.0,0.0,3.73544900841998,0.0,0.0,17544.343357994443,17544.343357994443,1.0,4,1.0,0.0
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,16,balanced_static,0,0.0,synthetic,balanced_static,True,6016,20579,0.5,0.7569022077195188,0.6010369250758767,0.0,5121270144.0,81940322304.0,2.3513317419072193,3226.742014347931,1372.3040253480551,10.147740089235668,13935.932312733175,1373.3040253480551,2048,0.5,485630.1305845636
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,64,balanced_static,0,0.0,synthetic,balanced_static,True,6016,20579,0.5,0.7569022077195188,0.5251570806488198,0.0,2782967040.0,178109890560.0,2.3513317419072193,1752.6423867888543,745.3828634862241,18.671291899228322,13935.932312733175,746.3828634862241,512,0.5,577993.4119856211
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,256,balanced_static,0,0.0,synthetic,balanced_static,True,6016,20579,0.5,0.7569022077195188,0.5007157436847778,0.0,881153280.0,225575239680.0,2.3513317419072193,553.7118672565464,235.48862008191918,58.928553551142535,13935.932312733175,236.48862008191915,128,0.5,607744.1593793905
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,1024,balanced_static,0,0.0,synthetic,balanced_static,True,6016,20579,0.5,0.7569022077195188,0.5,0.0,221773824.0,227096395776.0,2.3513317419072193,138.02965358331556,58.702756026827814,233.42192622516413,13935.932312733175,59.702756026827814,32,0.5,608615.3846153846
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,4096,balanced_static,0,0.0,synthetic,balanced_static,True,6016,20579,0.5,0.7569022077195188,0.5,0.0,55443456.0,227096395776.0,2.3513317419072193,33.17261725593098,14.108012350917317,922.4199708763823,13935.932312733175,15.108012350917317,8,0.5,608615.3846153846
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,16384,balanced_static,0,0.0,synthetic,balanced_static,True,6016,20579,0.5,0.7569022077195188,0.5,0.0,13860864.0,227096395776.0,2.3513317419072193,6.958358174084827,2.9593264319396897,3519.7735150890067,13935.932312733175,3.9593264319396893,2,0.5,608615.3846153846
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,16,balanced_static,0,0.0,synthetic,balanced_static,True,9024,23587,0.75,0.902243269250748,0.8258486031234831,0.0,2235485952.0,35767775232.0,2.3513317419072193,1407.160755237781,598.4526683999087,23.247760911519027,13935.932312733175,599.4526683999087,2048,0.75,211982.43878261567
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,64,balanced_static,0,0.0,synthetic,balanced_static,True,9024,23587,0.75,0.902243269250748,0.7731868649403225,0.0,1329310080.0,85075845120.0,2.3513317419072193,835.8945609051655,355.4983527025209,39.09115485973081,13935.932312733175,356.49835270252083,512,0.75,276083.9268603336
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,256,balanced_static,0,0.0,synthetic,balanced_static,True,9024,23587,0.75,0.902243269250748,0.7507469126414108,0.0,439890048.0,112611852288.0,2.3513317419072193,275.19148709408853,117.03643607127694,118.06466525571719,13935.932312733175,118.03643607127695,128,0.75,303398.52725863963
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,1024,balanced_static,0,0.0,synthetic,balanced_static,True,9024,23587,0.75,0.902243269250748,0.75,0.0,110886912.0,113548197888.0,2.3513317419072193,67.78321764701164,28.82758584802292,467.21623344709604,13935.932312733175,29.82758584802292,32,0.75,304307.6923076923
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,4096,balanced_static,0,0.0,synthetic,balanced_static,True,9024,23587,0.75,0.902243269250748,0.75,0.0,27721728.0,113548197888.0,2.3513317419072193,15.354699483319342,6.53021401006767,1850.6688248303772,13935.932312733175,7.530214010067669,8,0.75,304307.6923076923
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,16384,balanced_static,0,0.0,synthetic,balanced_static,True,9024,23587,0.75,0.902243269250748,0.75,0.0,6930432.0,113548197888.0,2.3513317419072193,2.2475699423962663,0.9558710505788565,7125.179499235759,13935.932312733175,1.9558710505788566,2,0.75,304307.6923076923
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,16,balanced_static,0,0.0,synthetic,balanced_static,True,10829,25392,0.9000166223404256,0.966631625561004,0.9378808809636182,0.0,797389056.0,12758224896.0,2.3513317419072193,500.4490697889087,212.83643684535255,65.17099011901186,13935.932312733175,213.83643684535255,2048,0.9,75613.30304859273
Qwen3-235B-A22B,hbm_cxl_local,H100-SXM,1,64,balanced_static,0,0.0,synthetic,balanced_static,True,10829,25392,0.9000166223404256,0.966631625561004,0.913495668021749,0.0,506985984.0,32447102976.0,2.3513317419072193,317.33832373977936,134.96110229106972,102.49940665307862,13935.932312733175,135.96110229106972,512,0.9,105295.73455568033
